Дата;Открытие;Макс;Мин;Закрытие
16.10.2018;114880;114890;114850;114870
16.10.2018;114880;114950;114880;114930
16.10.2018;114930;114940;114880;114890
16.10.2018;114890;114890;114820;114870
16.10.2018;114870;114880;114810;114810
16.10.2018;114820;114850;114730;114760
16.10.2018;114750;114790;114720;114770
16.10.2018;114780;114850;114780;114840
16.10.2018;114860;114880;114830;114860
16.10.2018;114850;114940;114850;114940
16.10.2018;114940;114960;114910;114930
16.10.2018;114930;114980;114900;114930
16.10.2018;114940;114960;114910;114960
16.10.2018;114950;114990;114910;114990
16.10.2018;114970;115000;114890;114910
16.10.2018;114930;114980;114910;114950
16.10.2018;114950;114980;114890;114950
16.10.2018;114950;114960;114920;114950
16.10.2018;114950;114960;114900;114950
16.10.2018;114960;115040;114940;115000
16.10.2018;115000;115110;114970;115040
16.10.2018;115030;115080;114970;115070
16.10.2018;115070;115100;115010;115020
16.10.2018;115020;115100;115020;115070
16.10.2018;115070;115260;115070;115080
16.10.2018;115070;115110;115040;115050
16.10.2018;115060;115060;114990;115000
16.10.2018;115010;115030;114880;114900
16.10.2018;114920;114950;114900;114920
16.10.2018;114910;114970;114900;114970
16.10.2018;114960;115080;114940;115020
16.10.2018;115030;115080;115010;115020
16.10.2018;115040;115040;114910;114930
16.10.2018;114930;114930;114830;114860
16.10.2018;114860;114900;114820;114870
16.10.2018;114860;114940;114850;114850
16.10.2018;114860;114860;114800;114830
16.10.2018;114850;114900;114780;114890
16.10.2018;114880;114890;114770;114860
16.10.2018;114860;114910;114850;114900
16.10.2018;114890;114890;114830;114830
16.10.2018;114840;114890;114830;114870
16.10.2018;114890;114930;114840;114910
16.10.2018;114920;114940;114870;114870
16.10.2018;114870;114890;114840;114840
16.10.2018;114850;114920;114850;114910
16.10.2018;114910;114990;114910;114950
16.10.2018;114960;115000;114950;114990
16.10.2018;114990;115070;114970;115020
16.10.2018;115010;115040;114940;115020
16.10.2018;115010;115130;114980;115090
16.10.2018;115090;115090;115040;115060
16.10.2018;115070;115090;115050;115060
16.10.2018;115050;115050;114970;114970
16.10.2018;115000;115000;114920;114950
16.10.2018;114960;114980;114920;114950
16.10.2018;114960;114980;114930;114950
16.10.2018;114950;115050;114920;115050
16.10.2018;115040;115050;115000;115000
16.10.2018;115000;115050;114970;114980
16.10.2018;114980;115040;114970;115000
16.10.2018;114990;115040;114970;114980
16.10.2018;114990;115000;114890;114910
16.10.2018;114910;114940;114900;114920
16.10.2018;114910;114950;114900;114930
16.10.2018;114940;114960;114930;114930
16.10.2018;114920;114950;114900;114910
16.10.2018;114930;114930;114860;114870
16.10.2018;114870;114900;114860;114880
16.10.2018;114870;114930;114870;114900
16.10.2018;114900;114930;114880;114910
16.10.2018;114930;114970;114930;114950
16.10.2018;114960;114980;114940;114960
16.10.2018;114960;114980;114950;114960
16.10.2018;114950;114950;114870;114900
16.10.2018;114900;114900;114850;114880
16.10.2018;114870;114890;114850;114890
16.10.2018;114890;114960;114870;114940
16.10.2018;114960;115050;114950;115020
16.10.2018;115020;115030;114940;114950
16.10.2018;114950;115020;114940;114990
16.10.2018;114990;115010;114960;115010
16.10.2018;115000;115050;115000;115040
16.10.2018;115030;115050;115000;115000
16.10.2018;115000;115000;114950;114970
16.10.2018;114960;114970;114890;114890
16.10.2018;114890;114970;114890;114960
16.10.2018;114940;115040;114940;114980
16.10.2018;114970;115000;114960;114990
16.10.2018;115000;115020;114980;114990
16.10.2018;115000;115010;114970;115000
16.10.2018;115000;115040;114990;115000
16.10.2018;115000;115010;114960;114970
16.10.2018;114960;114960;114930;114940
16.10.2018;114950;115000;114950;114990
16.10.2018;115000;115010;114960;114990
16.10.2018;114980;115050;114960;114970
16.10.2018;114970;114980;114900;114920
16.10.2018;114930;114940;114900;114920
16.10.2018;114900;114930;114900;114930
16.10.2018;114920;114950;114900;114910
16.10.2018;114910;114940;114810;114820
16.10.2018;114820;114870;114800;114860
16.10.2018;114870;114870;114800;114830
16.10.2018;114820;114820;114770;114800
16.10.2018;114800;114860;114780;114830
16.10.2018;114820;114830;114710;114770
16.10.2018;114750;114810;114740;114760
16.10.2018;114760;114800;114740;114770
16.10.2018;114760;114790;114750;114790
16.10.2018;114770;114810;114770;114800
16.10.2018;114800;114840;114790;114830
16.10.2018;114830;114850;114820;114840
16.10.2018;114840;114850;114800;114810
16.10.2018;114820;114880;114810;114850
16.10.2018;114850;114930;114850;114900
16.10.2018;114900;114910;114870;114900
16.10.2018;114890;114970;114890;114920
16.10.2018;114920;114930;114910;114930
16.10.2018;114930;114930;114880;114890
16.10.2018;114890;114940;114890;114930
16.10.2018;114920;114930;114850;114870
16.10.2018;114870;114890;114860;114870
16.10.2018;114880;114920;114880;114890
16.10.2018;114880;114890;114860;114860
16.10.2018;114860;114920;114860;114910
16.10.2018;114920;114920;114850;114870
16.10.2018;114870;114870;114780;114820
16.10.2018;114820;114840;114800;114820
16.10.2018;114820;114840;114770;114790
16.10.2018;114790;114820;114780;114790
16.10.2018;114800;114860;114800;114840
16.10.2018;114830;114870;114820;114840
16.10.2018;114830;114840;114790;114830
16.10.2018;114840;114850;114800;114820
16.10.2018;114830;114830;114800;114810
16.10.2018;114800;114870;114800;114850
16.10.2018;114850;114850;114770;114770
16.10.2018;114780;114800;114740;114760
16.10.2018;114760;114790;114730;114780
16.10.2018;114770;114780;114720;114730
16.10.2018;114740;114750;114700;114700
16.10.2018;114700;114700;114570;114630
16.10.2018;114620;114630;114580;114610
16.10.2018;114610;114650;114600;114620
16.10.2018;114620;114640;114610;114610
16.10.2018;114610;114630;114580;114630
16.10.2018;114620;114640;114620;114630
16.10.2018;114640;114640;114580;114580
16.10.2018;114590;114590;114560;114570
16.10.2018;114580;114580;114450;114500
16.10.2018;114510;114520;114360;114470
16.10.2018;114460;114560;114450;114530
16.10.2018;114540;114570;114510;114560
16.10.2018;114570;114670;114570;114630
16.10.2018;114640;114650;114620;114640
16.10.2018;114640;114690;114630;114660
16.10.2018;114660;114680;114590;114590
16.10.2018;114590;114630;114580;114590
16.10.2018;114600;114600;114500;114510
16.10.2018;114520;114590;114520;114590
16.10.2018;114580;114630;114570;114620
16.10.2018;114620;114630;114600;114610
16.10.2018;114630;114700;114630;114660
16.10.2018;114660;114710;114650;114670
16.10.2018;114670;114720;114650;114650
16.10.2018;114650;114700;114650;114700
16.10.2018;114700;114710;114600;114620
16.10.2018;114620;114650;114560;114560
16.10.2018;114570;114570;114440;114460
16.10.2018;114460;114570;114440;114560
16.10.2018;114550;114550;114500;114510
16.10.2018;114500;114510;114430;114490
16.10.2018;114480;114530;114470;114480
16.10.2018;114490;114550;114480;114510
16.10.2018;114510;114520;114370;114390
16.10.2018;114400;114420;114300;114390
16.10.2018;114380;114430;114370;114430
16.10.2018;114420;114460;114410;114450
16.10.2018;114450;114450;114390;114410
16.10.2018;114410;114420;114250;114300
16.10.2018;114290;114370;114260;114360
16.10.2018;114360;114380;114340;114370
16.10.2018;114370;114380;114330;114360
16.10.2018;114370;114400;114370;114400
16.10.2018;114390;114400;114350;114380
16.10.2018;114370;114400;114320;114400
16.10.2018;114400;114420;114360;114410
16.10.2018;114390;114450;114390;114440
16.10.2018;114440;114450;114410;114430
16.10.2018;114440;114510;114430;114510
16.10.2018;114510;114550;114460;114480
16.10.2018;114470;114500;114450;114450
16.10.2018;114450;114470;114400;114400
16.10.2018;114400;114410;114370;114390
16.10.2018;114380;114420;114370;114390
16.10.2018;114390;114420;114360;114400
16.10.2018;114400;114430;114350;114360
16.10.2018;114370;114440;114370;114420
16.10.2018;114430;114490;114430;114470
16.10.2018;114480;114480;114430;114450
16.10.2018;114460;114470;114390;114440
16.10.2018;114440;114490;114440;114490
16.10.2018;114480;114590;114480;114560
16.10.2018;114560;114600;114540;114600
16.10.2018;114600;114650;114570;114620
16.10.2018;114610;114680;114610;114640
16.10.2018;114650;114650;114580;114600
16.10.2018;114590;114610;114550;114570
16.10.2018;114580;114600;114540;114590
16.10.2018;114590;114620;114580;114600
16.10.2018;114600;114660;114560;114660
16.10.2018;114660;114700;114620;114660
16.10.2018;114670;114670;114630;114640
16.10.2018;114640;114690;114620;114680
16.10.2018;114660;114670;114630;114630
16.10.2018;114640;114800;114640;114780
16.10.2018;114780;114840;114760;114760
16.10.2018;114760;114820;114760;114770
16.10.2018;114780;114890;114760;114820
16.10.2018;114810;114840;114810;114840
16.10.2018;114830;114850;114810;114830
16.10.2018;114840;114840;114800;114800
16.10.2018;114800;114830;114800;114810
16.10.2018;114810;114840;114800;114800
16.10.2018;114810;114810;114760;114760
16.10.2018;114760;114810;114760;114800
16.10.2018;114800;114820;114780;114820
16.10.2018;114820;114840;114800;114830
16.10.2018;114830;114850;114790;114790
16.10.2018;114790;114810;114770;114780
16.10.2018;114770;114840;114760;114840
16.10.2018;114830;114840;114780;114780
16.10.2018;114790;114830;114730;114810
16.10.2018;114810;114820;114760;114780
16.10.2018;114780;114790;114710;114780
16.10.2018;114770;114940;114760;114930
16.10.2018;114910;114930;114860;114870
16.10.2018;114870;114880;114840;114860
16.10.2018;114870;114900;114840;114880
16.10.2018;114890;114890;114820;114860
16.10.2018;114870;114910;114860;114880
16.10.2018;114880;114900;114810;114820
16.10.2018;114820;114910;114820;114900
16.10.2018;114900;114910;114870;114870
16.10.2018;114870;114890;114830;114860
16.10.2018;114860;114860;114790;114810
16.10.2018;114810;114840;114790;114790
16.10.2018;114790;114800;114720;114720
16.10.2018;114730;114770;114710;114760
16.10.2018;114760;114780;114740;114740
16.10.2018;114740;114760;114640;114650
16.10.2018;114640;114710;114610;114700
16.10.2018;114700;114740;114680;114740
16.10.2018;114720;114820;114720;114800
16.10.2018;114800;114830;114790;114820
16.10.2018;114820;114820;114730;114780
16.10.2018;114780;114860;114780;114810
16.10.2018;114810;114850;114790;114830
16.10.2018;114830;115090;114810;115030
16.10.2018;115030;115050;114950;115000
16.10.2018;115000;115000;114920;114950
16.10.2018;114950;114970;114930;114940
16.10.2018;114920;114980;114920;114980
16.10.2018;114970;115000;114930;114950
16.10.2018;114940;114940;114870;114890
16.10.2018;114890;115070;114870;114960
16.10.2018;114960;115010;114920;114970
16.10.2018;114960;114990;114920;114950
16.10.2018;114940;114950;114890;114910
16.10.2018;114900;114960;114890;114930
16.10.2018;114930;114990;114910;114960
16.10.2018;114970;114990;114930;114970
16.10.2018;114970;114990;114920;114940
16.10.2018;114940;115000;114940;114970
16.10.2018;114970;115040;114960;115010
16.10.2018;115010;115080;114980;114990
16.10.2018;114990;115000;114960;114990
16.10.2018;114980;115020;114960;114980
16.10.2018;114960;115050;114960;115010
16.10.2018;115020;115150;115020;115150
16.10.2018;115140;115150;115040;115060
16.10.2018;115050;115060;115000;115000
16.10.2018;115010;115060;114980;115020
16.10.2018;115020;115050;114980;115050
16.10.2018;115050;115060;115000;115020
16.10.2018;115020;115050;115000;115050
16.10.2018;115050;115080;115050;115060
16.10.2018;115060;115180;115060;115130
16.10.2018;115130;115150;115090;115090
16.10.2018;115090;115220;115080;115140
16.10.2018;115160;115370;115150;115230
16.10.2018;115220;115240;115190;115200
16.10.2018;115200;115220;115160;115170
16.10.2018;115170;115180;115140;115170
16.10.2018;115180;115180;115130;115150
16.10.2018;115150;115150;115070;115150
16.10.2018;115140;115270;115110;115260
16.10.2018;115250;115260;115080;115100
16.10.2018;115100;115180;115080;115110
16.10.2018;115110;115130;115020;115040
16.10.2018;115060;115220;115060;115080
16.10.2018;115080;115140;115070;115110
16.10.2018;115100;115200;115090;115100
16.10.2018;115090;115180;115070;115090
16.10.2018;115090;115110;115060;115100
16.10.2018;115110;115190;115030;115040
16.10.2018;115040;115120;115030;115110
16.10.2018;115090;115100;115050;115080
16.10.2018;115090;115110;115050;115070
16.10.2018;115050;115100;115040;115070
16.10.2018;115080;115150;114960;114960
16.10.2018;114960;114970;114850;114920
16.10.2018;114930;114970;114920;114950
16.10.2018;114960;115020;114940;114980
16.10.2018;114980;114990;114940;114950
16.10.2018;114970;115020;114910;114960
16.10.2018;114970;114990;114880;114880
16.10.2018;114880;114930;114860;114880
16.10.2018;114890;114970;114860;114970
16.10.2018;114960;115020;114890;114910
16.10.2018;114900;115060;114890;115030
16.10.2018;115030;115160;115020;115130
16.10.2018;115140;115300;115120;115210
16.10.2018;115220;115230;115170;115210
16.10.2018;115220;115230;115170;115210
16.10.2018;115200;115350;115190;115290
16.10.2018;115290;115430;115250;115380
16.10.2018;115370;115440;115340;115340
16.10.2018;115340;115560;115340;115470
16.10.2018;115470;115570;115470;115500
16.10.2018;115520;115750;115490;115690
16.10.2018;115690;115740;115570;115590
16.10.2018;115590;115650;115570;115640
16.10.2018;115640;115700;115620;115660
16.10.2018;115660;115700;115580;115610
16.10.2018;115620;115660;115610;115630
16.10.2018;115620;115650;115560;115560
16.10.2018;115570;115670;115560;115670
16.10.2018;115680;115720;115580;115590
16.10.2018;115590;115640;115550;115610
16.10.2018;115620;115710;115600;115610
16.10.2018;115620;115680;115580;115580
16.10.2018;115580;115640;115580;115640
16.10.2018;115640;115660;115540;115590
16.10.2018;115590;115650;115570;115620
16.10.2018;115620;115690;115620;115670
16.10.2018;115670;115690;115640;115660
16.10.2018;115670;115780;115600;115710
16.10.2018;115720;115750;115650;115740
16.10.2018;115740;115780;115730;115770
16.10.2018;115770;115810;115700;115810
16.10.2018;115810;115830;115700;115740
16.10.2018;115730;115730;115650;115690
16.10.2018;115670;115760;115660;115710
16.10.2018;115710;115750;115660;115670
16.10.2018;115680;115690;115640;115680
16.10.2018;115680;115720;115660;115700
16.10.2018;115690;115750;115680;115750
16.10.2018;115740;115770;115640;115680
16.10.2018;115680;115690;115630;115660
16.10.2018;115670;115750;115670;115690
16.10.2018;115700;115730;115680;115710
16.10.2018;115720;115720;115680;115690
16.10.2018;115690;115750;115690;115720
16.10.2018;115730;115790;115720;115770
16.10.2018;115780;115830;115760;115820
16.10.2018;115810;115830;115780;115820
16.10.2018;115820;115910;115810;115890
16.10.2018;115900;115960;115890;115930
16.10.2018;115930;115990;115930;115930
16.10.2018;115940;115980;115940;115950
16.10.2018;115950;116030;115930;115930
16.10.2018;115930;115970;115930;115950
16.10.2018;115960;115980;115920;115940
16.10.2018;115930;115980;115880;115900
16.10.2018;115900;116020;115900;116000
16.10.2018;116000;116120;116000;116050
16.10.2018;116050;116150;116050;116140
16.10.2018;116140;116150;116070;116120
16.10.2018;116120;116230;116100;116180
16.10.2018;116190;116240;116180;116220
16.10.2018;116210;116280;116210;116250
16.10.2018;116250;116260;116220;116240
16.10.2018;116240;116300;116220;116300
16.10.2018;116300;116400;116280;116370
16.10.2018;116370;116440;116330;116390
16.10.2018;116370;116370;116270;116320
16.10.2018;116330;116440;116320;116410
16.10.2018;116410;116450;116370;116390
16.10.2018;116390;116400;116340;116360
16.10.2018;116360;116400;116360;116370
16.10.2018;116370;116430;116340;116340
16.10.2018;116340;116380;116320;116340
16.10.2018;116330;116360;116310;116320
16.10.2018;116310;116320;116270;116300
16.10.2018;116290;116320;116260;116270
16.10.2018;116270;116290;116230;116240
16.10.2018;116240;116290;116230;116270
16.10.2018;116270;116390;116260;116330
16.10.2018;116340;116400;116330;116390
16.10.2018;116400;116470;116380;116420
16.10.2018;116410;116440;116330;116330
16.10.2018;116340;116380;116320;116360
16.10.2018;116370;116430;116360;116410
16.10.2018;116390;116480;116390;116460
16.10.2018;116480;116680;116450;116640
16.10.2018;116630;116660;116590;116650
16.10.2018;116660;116660;116530;116550
16.10.2018;116540;116610;116540;116570
16.10.2018;116570;116650;116560;116610
16.10.2018;116620;116630;116570;116580
16.10.2018;116560;116580;116520;116540
16.10.2018;116540;116590;116520;116580
16.10.2018;116560;116580;116510;116540
16.10.2018;116540;116570;116500;116560
16.10.2018;116570;116580;116520;116550
16.10.2018;116560;116620;116560;116580
16.10.2018;116570;116650;116560;116620
16.10.2018;116610;116630;116580;116620
16.10.2018;116620;116650;116600;116610
16.10.2018;116610;116650;116610;116610
16.10.2018;116620;116650;116610;116630
16.10.2018;116630;116640;116570;116580
16.10.2018;116590;116590;116540;116560
16.10.2018;116570;116600;116550;116580
16.10.2018;116580;116610;116580;116590
16.10.2018;116600;116610;116580;116600
16.10.2018;116590;116670;116590;116640
16.10.2018;116660;116670;116620;116650
16.10.2018;116660;116740;116630;116690
16.10.2018;116770;116830;116660;116770
16.10.2018;116760;116760;116690;116720
16.10.2018;116720;116720;116670;116690
16.10.2018;116690;116800;116690;116740
16.10.2018;116740;116830;116740;116770
16.10.2018;116770;116780;116740;116750
16.10.2018;116740;116740;116680;116710
16.10.2018;116700;116800;116700;116790
16.10.2018;116790;116940;116780;116870
16.10.2018;116870;116940;116860;116890
16.10.2018;116890;116950;116860;116900
16.10.2018;116900;116990;116890;116970
16.10.2018;116970;116990;116870;116870
16.10.2018;116870;116880;116780;116830
16.10.2018;116840;116840;116770;116800
16.10.2018;116800;116810;116780;116800
16.10.2018;116800;116800;116750;116760
16.10.2018;116760;116780;116690;116690
16.10.2018;116690;116710;116620;116690
16.10.2018;116680;116700;116590;116600
16.10.2018;116590;116650;116570;116620
16.10.2018;116630;116640;116560;116560
16.10.2018;116560;116600;116550;116590
16.10.2018;116580;116590;116560;116580
16.10.2018;116580;116620;116560;116610
16.10.2018;116600;116650;116510;116520
16.10.2018;116520;116540;116470;116490
16.10.2018;116480;116510;116450;116500
16.10.2018;116510;116560;116500;116520
16.10.2018;116510;116550;116500;116550
16.10.2018;116550;116610;116520;116550
16.10.2018;116540;116590;116530;116570
16.10.2018;116570;116640;116570;116610
16.10.2018;116610;116610;116560;116560
16.10.2018;116570;116580;116550;116570
16.10.2018;116570;116600;116550;116550
16.10.2018;116570;116610;116570;116610
16.10.2018;116610;116640;116570;116580
16.10.2018;116600;116600;116530;116550
16.10.2018;116550;116550;116520;116540
16.10.2018;116530;116560;116520;116550
16.10.2018;116550;116590;116540;116590
16.10.2018;116570;116580;116540;116560
16.10.2018;116550;116600;116550;116570
16.10.2018;116580;116630;116570;116600
16.10.2018;116590;116610;116570;116570
16.10.2018;116580;116590;116570;116580
16.10.2018;116580;116610;116560;116580
16.10.2018;116570;116580;116570;116580
16.10.2018;116570;116590;116560;116580
16.10.2018;116580;116590;116530;116540
16.10.2018;116550;116570;116540;116550
16.10.2018;116560;116570;116540;116570
16.10.2018;116580;116620;116560;116580
16.10.2018;116570;116600;116570;116590
16.10.2018;116570;116600;116570;116600
16.10.2018;116590;116600;116540;116540
16.10.2018;116550;116590;116550;116580
16.10.2018;116580;116590;116560;116570
16.10.2018;116570;116590;116570;116570
16.10.2018;116570;116580;116560;116580
16.10.2018;116590;116620;116580;116590
16.10.2018;116590;116620;116590;116600
16.10.2018;116590;116620;116590;116590
16.10.2018;116590;116610;116580;116600
16.10.2018;116610;116620;116610;116610
16.10.2018;116610;116620;116610;116610
16.10.2018;116620;116620;116600;116600
16.10.2018;116600;116660;116600;116660
16.10.2018;116650;116660;116610;116640
16.10.2018;116640;116650;116580;116600
16.10.2018;116600;116620;116600;116610
16.10.2018;116600;116610;116600;116610
16.10.2018;116600;116610;116590;116610
16.10.2018;116610;116640;116610;116630
16.10.2018;116630;116650;116610;116630
16.10.2018;116640;116660;116630;116650
16.10.2018;116650;116680;116640;116650
16.10.2018;116650;116670;116650;116660
16.10.2018;116670;116700;116670;116680
16.10.2018;116670;116680;116660;116670
16.10.2018;116690;116730;116680;116720
16.10.2018;116720;116770;116710;116730
16.10.2018;116740;116800;116730;116780
16.10.2018;116800;116820;116780;116780
16.10.2018;116780;116790;116720;116770
16.10.2018;116760;116760;116720;116720
16.10.2018;116730;116740;116720;116740
16.10.2018;116750;116760;116750;116760
16.10.2018;116770;116790;116760;116780
16.10.2018;116790;116810;116760;116810
16.10.2018;116810;116860;116800;116820
16.10.2018;116810;116810;116780;116790
16.10.2018;116790;116840;116790;116820
16.10.2018;116820;116830;116790;116800
16.10.2018;116800;116820;116680;116710
16.10.2018;116700;116730;116680;116700
16.10.2018;116700;116750;116700;116740
16.10.2018;116750;116770;116730;116770
16.10.2018;116770;116780;116740;116770
16.10.2018;116780;116840;116780;116840
16.10.2018;116830;116870;116830;116840
16.10.2018;116850;116850;116800;116800
16.10.2018;116800;116860;116800;116850
16.10.2018;116840;116870;116820;116830
16.10.2018;116830;116850;116820;116850
16.10.2018;116860;116890;116850;116870
16.10.2018;116870;116870;116840;116840
16.10.2018;116850;116890;116820;116890
16.10.2018;116890;116910;116860;116870
16.10.2018;116870;116890;116830;116830
16.10.2018;116840;116850;116780;116790
16.10.2018;116790;116830;116780;116790
16.10.2018;116790;116830;116790;116820
16.10.2018;116810;116820;116720;116760
16.10.2018;116760;116780;116710;116710
16.10.2018;116720;116750;116670;116730
16.10.2018;116730;116740;116700;116710
16.10.2018;116730;116730;116690;116710
16.10.2018;116720;116740;116720;116730
16.10.2018;116730;116750;116700;116720
16.10.2018;116710;116730;116700;116700
16.10.2018;116700;116710;116690;116690
16.10.2018;116690;116730;116680;116730
16.10.2018;116740;116740;116710;116710
16.10.2018;116710;116760;116700;116750
16.10.2018;116740;116750;116720;116750
16.10.2018;116740;116750;116720;116740
16.10.2018;116740;116740;116720;116730
16.10.2018;116740;116800;116730;116780
16.10.2018;116790;116820;116750;116770
16.10.2018;116770;116790;116760;116760
16.10.2018;116770;116810;116760;116790
16.10.2018;116820;116820;116770;116780
16.10.2018;116790;116820;116780;116820
16.10.2018;116810;116820;116790;116810
16.10.2018;116810;116810;116760;116760
16.10.2018;116770;116770;116760;116760
16.10.2018;116750;116780;116750;116770
16.10.2018;116780;116790;116780;116780
16.10.2018;116770;116800;116770;116790
16.10.2018;116800;116820;116770;116800
16.10.2018;116800;116820;116770;116770
16.10.2018;116770;116780;116760;116780
16.10.2018;116770;116830;116760;116810
16.10.2018;116800;116820;116790;116820
16.10.2018;116830;116880;116810;116810
16.10.2018;116800;116830;116790;116830
16.10.2018;116820;116830;116780;116780
16.10.2018;116790;116800;116770;116800
16.10.2018;116800;116830;116790;116810
16.10.2018;116820;116840;116810;116820
16.10.2018;116820;116850;116810;116830
16.10.2018;116830;116850;116830;116840
16.10.2018;116830;116850;116820;116820
16.10.2018;116820;116830;116810;116830
16.10.2018;116820;116850;116820;116830
16.10.2018;116840;116840;116820;116820
16.10.2018;116840;116860;116840;116850
16.10.2018;116850;116860;116830;116830
16.10.2018;116830;116840;116820;116830
16.10.2018;116830;116850;116820;116830
16.10.2018;116830;116850;116810;116810
16.10.2018;116810;116830;116810;116830
16.10.2018;116820;116830;116800;116800
16.10.2018;116810;116810;116790;116800
16.10.2018;116800;116820;116790;116810
16.10.2018;116830;116830;116810;116820
16.10.2018;116820;116830;116810;116830
16.10.2018;116820;116830;116800;116810
16.10.2018;116820;116850;116810;116840
16.10.2018;116840;116850;116790;116790
16.10.2018;116800;116820;116800;116810
16.10.2018;116800;116810;116760;116800
16.10.2018;116790;116800;116780;116790
16.10.2018;116780;116790;116760;116770
16.10.2018;116770;116780;116750;116760
16.10.2018;116750;116780;116750;116770
16.10.2018;116770;116770;116710;116720
16.10.2018;116720;116730;116710;116730
16.10.2018;116730;116760;116710;116750
16.10.2018;116740;116760;116730;116740
16.10.2018;116740;116740;116700;116720
16.10.2018;116730;116740;116710;116730
16.10.2018;116730;116730;116710;116720
16.10.2018;116710;116730;116700;116730
16.10.2018;116730;116760;116730;116750
16.10.2018;116750;116770;116750;116750
16.10.2018;116760;116780;116760;116760
16.10.2018;116770;116810;116770;116790
16.10.2018;116780;116780;116740;116740
16.10.2018;116740;116750;116730;116730
16.10.2018;116730;116740;116730;116730
16.10.2018;116720;116730;116720;116730
16.10.2018;116730;116800;116730;116800
16.10.2018;116790;116790;116750;116770
16.10.2018;116760;116780;116750;116760
16.10.2018;116760;116770;116760;116760
16.10.2018;116750;116770;116740;116740
16.10.2018;116740;116750;116730;116740
16.10.2018;116740;116750;116720;116740
16.10.2018;116740;116790;116740;116770
16.10.2018;116770;116770;116740;116750
16.10.2018;116750;116770;116740;116740
16.10.2018;116740;116770;116740;116750
16.10.2018;116750;116780;116740;116770
16.10.2018;116760;116780;116750;116780
16.10.2018;116790;116800;116790;116790
16.10.2018;116800;116820;116790;116810
16.10.2018;116810;116820;116800;116810
16.10.2018;116800;116820;116790;116800
16.10.2018;116800;116840;116800;116830
16.10.2018;116840;116840;116800;116800
16.10.2018;116810;116820;116800;116810
16.10.2018;116820;116840;116820;116830
16.10.2018;116830;116860;116820;116850
16.10.2018;116840;116860;116820;116830
16.10.2018;116820;116840;116820;116820
16.10.2018;116820;116840;116820;116830
16.10.2018;116820;116890;116820;116880
16.10.2018;116880;116910;116870;116900
16.10.2018;116880;116930;116880;116920
16.10.2018;116920;116920;116880;116880
16.10.2018;116890;116940;116880;116910
16.10.2018;116920;116940;116920;116920
16.10.2018;116930;116940;116910;116910
16.10.2018;116920;116920;116900;116910
16.10.2018;116900;116900;116860;116870
16.10.2018;116880;116890;116870;116890
16.10.2018;116880;116890;116830;116890
16.10.2018;116880;116900;116840;116840
16.10.2018;116840;116840;116810;116820
16.10.2018;116810;116850;116810;116850
16.10.2018;116840;116860;116830;116840
16.10.2018;116830;116860;116820;116860
16.10.2018;116860;116910;116860;116890
16.10.2018;116900;116900;116870;116890
16.10.2018;116900;117000;116900;116950
16.10.2018;116950;116960;116880;116940
16.10.2018;116930;116940;116870;116870
16.10.2018;116890;116890;116780;116790
16.10.2018;116790;116830;116780;116790
16.10.2018;116780;116860;116780;116850
16.10.2018;116840;116850;116830;116840
16.10.2018;116830;116850;116830;116830
16.10.2018;116830;116840;116820;116840
16.10.2018;116830;116860;116830;116860
16.10.2018;116860;116860;116840;116840
16.10.2018;116840;116870;116840;116870
16.10.2018;116860;116880;116860;116880
16.10.2018;116870;116880;116860;116880
16.10.2018;116880;116890;116880;116890
16.10.2018;116870;116900;116870;116900
16.10.2018;116900;116900;116870;116870
16.10.2018;116870;116870;116840;116860
16.10.2018;116860;116910;116860;116910
16.10.2018;116920;116930;116910;116910
16.10.2018;116910;116910;116880;116900
16.10.2018;116900;116910;116900;116910
16.10.2018;116910;116920;116890;116910
16.10.2018;116910;116990;116900;116970
16.10.2018;116960;117180;116960;117150
16.10.2018;117140;117190;117090;117090
16.10.2018;117100;117180;117100;117170
16.10.2018;117180;117290;117170;117250
16.10.2018;117250;117290;117240;117250
16.10.2018;117250;117340;117250;117320
16.10.2018;117310;117380;117290;117370
16.10.2018;117380;117380;117250;117260
16.10.2018;117260;117280;117210;117250
16.10.2018;117260;117300;117200;117270
16.10.2018;117270;117280;117260;117270
16.10.2018;117260;117290;117260;117270
16.10.2018;117270;117310;117270;117310
16.10.2018;117320;117500;117310;117410
16.10.2018;117390;117410;117360;117370
16.10.2018;117370;117390;117360;117370
16.10.2018;117370;117390;117310;117340
16.10.2018;117320;117340;117310;117340
16.10.2018;117330;117340;117310;117320
16.10.2018;117310;117320;117280;117280
16.10.2018;117280;117310;117270;117280
16.10.2018;117280;117350;117260;117320
16.10.2018;117320;117340;117290;117300
16.10.2018;117300;117300;117270;117290
16.10.2018;117290;117300;117260;117300
16.10.2018;117300;117330;117300;117330
16.10.2018;117320;117420;117320;117340
16.10.2018;117360;117400;117320;117380
16.10.2018;117370;117450;117290;117320
14.11.2018;109390;109600;108960;109000
14.11.2018;109010;109260;108840;108860
14.11.2018;108850;108960;108770;108890
14.11.2018;108890;109220;108870;109200
14.11.2018;109210;109210;109020;109020
14.11.2018;109030;109190;108910;109150
14.11.2018;109160;109180;109020;109020
14.11.2018;109010;109270;109010;109110
14.11.2018;109110;109190;109090;109130
14.11.2018;109130;109180;109060;109120
14.11.2018;109130;109150;109020;109090
14.11.2018;109080;109230;109060;109200
14.11.2018;109190;109270;109110;109110
14.11.2018;109110;109110;108960;109060
